news_id,supplier_id,title,severity,impact_score,date,month
EVT_SUP000182_01,SUP000182,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-01-17,Month_01
EVT_SUP000182_43,SUP000182,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2024-07-07,Month_43
EVT_SUP000182_60,SUP000182,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-12-09,Month_60
EVT_SUP000183_08,SUP000183,Labor Union Strike near operations hub,HIGH,20,2021-08-15,Month_08
EVT_SUP000183_49,SUP000183,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-01-22,Month_49
EVT_SUP000185_16,SUP000185,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2022-04-13,Month_16
EVT_SUP000185_28,SUP000185,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2023-04-08,Month_28
EVT_SUP000186_06,SUP000186,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2021-06-06,Month_06
EVT_SUP000186_35,SUP000186,Labor Union Strike near operations hub,HIGH,20,2023-11-12,Month_35
EVT_SUP000186_48,SUP000186,Labor Union Strike near operations hub,HIGH,20,2024-12-23,Month_48
EVT_SUP000186_52,SUP000186,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-04-14,Month_52
EVT_SUP000186_55,SUP000186,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-07-16,Month_55
EVT_SUP000187_07,SUP000187,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-07-22,Month_07
EVT_SUP000187_13,SUP000187,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2022-01-13,Month_13
EVT_SUP000187_37,SUP000187,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2024-01-20,Month_37
EVT_SUP000187_48,SUP000187,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2024-12-14,Month_48
EVT_SUP000188_47,SUP000188,Labor Union Strike near operations hub,HIGH,20,2024-11-18,Month_47
EVT_SUP000189_03,SUP000189,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-03-16,Month_03
EVT_SUP000190_04,SUP000190,Regional Port Congestion delays near operations hub,MEDIUM,10,2021-04-11,Month_04
EVT_SUP000190_08,SUP000190,IT Operations Cyber Security Incident near operations hub,HIGH,20,2021-08-21,Month_08
EVT_SUP000190_12,SUP000190,Local Power Grid Failures near operations hub,MEDIUM,12,2021-12-12,Month_12
EVT_SUP000190_23,SUP000190,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-11-15,Month_23
EVT_SUP000190_28,SUP000190,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2023-04-24,Month_28
EVT_SUP000190_52,SUP000190,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2025-04-16,Month_52
EVT_SUP000190_54,SUP000190,IT Operations Cyber Security Incident near operations hub,HIGH,20,2025-06-05,Month_54
EVT_SUP000190_58,SUP000190,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-10-24,Month_58
EVT_SUP000190_60,SUP000190,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2025-12-07,Month_60
EVT_SUP000191_60,SUP000191,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-12-24,Month_60
EVT_SUP000192_03,SUP000192,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2021-03-21,Month_03
EVT_SUP000192_05,SUP000192,Labor Union Strike near operations hub,HIGH,20,2021-05-24,Month_05
EVT_SUP000192_06,SUP000192,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2021-06-08,Month_06
EVT_SUP000192_26,SUP000192,IT Operations Cyber Security Incident near operations hub,HIGH,20,2023-02-19,Month_26
EVT_SUP000192_39,SUP000192,Labor Union Strike near operations hub,HIGH,20,2024-03-07,Month_39
EVT_SUP000192_51,SUP000192,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-03-23,Month_51
EVT_SUP000193_18,SUP000193,Labor Union Strike near operations hub,HIGH,20,2022-06-11,Month_18
EVT_SUP000193_19,SUP000193,Monsoon Flood Logistics Interruption near operations hub,HIGH,25,2022-07-14,Month_19
EVT_SUP000193_49,SUP000193,Factory Fire Incidents near operations hub,CRITICAL,30,2025-01-07,Month_49
EVT_SUP000194_56,SUP000194,Local Power Grid Failures near operations hub,MEDIUM,12,2025-08-16,Month_56
EVT_SUP000194_59,SUP000194,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-11-20,Month_59
EVT_SUP000195_42,SUP000195,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2024-06-07,Month_42
EVT_SUP000195_51,SUP000195,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2025-03-05,Month_51
EVT_SUP000197_56,SUP000197,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-08-06,Month_56
EVT_SUP000200_09,SUP000200,Factory Fire Incidents near operations hub,CRITICAL,30,2021-09-16,Month_09
EVT_SUP000200_18,SUP000200,Regional Port Congestion delays near operations hub,MEDIUM,10,2022-06-05,Month_18
EVT_SUP000200_19,SUP000200,IT Operations Cyber Security Incident near operations hub,HIGH,20,2022-07-05,Month_19
EVT_SUP000200_23,SUP000200,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2022-11-18,Month_23
EVT_SUP000200_25,SUP000200,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2023-01-07,Month_25
EVT_SUP000200_26,SUP000200,Factory Fire Incidents near operations hub,CRITICAL,30,2023-02-17,Month_26
EVT_SUP000200_28,SUP000200,Regional Port Congestion delays near operations hub,MEDIUM,10,2023-04-22,Month_28
EVT_SUP000200_32,SUP000200,Labor Union Strike near operations hub,HIGH,20,2023-08-20,Month_32
EVT_SUP000200_37,SUP000200,Export Tariff Policy Shifts near operations hub,MEDIUM,15,2024-01-20,Month_37
EVT_SUP000200_41,SUP000200,Factory Fire Incidents near operations hub,CRITICAL,30,2024-05-11,Month_41
EVT_SUP000200_43,SUP000200,Factory Fire Incidents near operations hub,CRITICAL,30,2024-07-25,Month_43
EVT_SUP000200_44,SUP000200,Regional Port Congestion delays near operations hub,MEDIUM,10,2024-08-17,Month_44
EVT_SUP000200_46,SUP000200,Labor Union Strike near operations hub,HIGH,20,2024-10-16,Month_46
EVT_SUP000200_47,SUP000200,Local Power Grid Failures near operations hub,MEDIUM,12,2024-11-21,Month_47
EVT_SUP000200_48,SUP000200,IT Operations Cyber Security Incident near operations hub,HIGH,20,2024-12-11,Month_48
EVT_SUP000200_54,SUP000200,Raw Material Supply Bottlenecks near operations hub,HIGH,18,2025-06-07,Month_54
EVT_SUP000200_55,SUP000200,Regional Port Congestion delays near operations hub,MEDIUM,10,2025-07-21,Month_55
